epoch,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0,3.1218068599700928,1.7668635845184326,1.4691301584243774,1.2120767831802368
1,1.190420150756836,1.0910637378692627,1.016827940940857,1.0083788633346558
2,0.8995561599731445,0.9484493136405945,0.8261028528213501,0.9089019894599915
3,0.7595064640045166,0.8714966773986816,0.7204440236091614,0.8487896919250488
4,0.6763759851455688,0.8224208354949951,0.6534830927848816,0.8083829879760742
5,0.6212956309318542,0.7882230877876282,0.6071307063102722,0.7791858911514282
6,0.5822014212608337,0.7630212306976318,0.5732389688491821,0.7571254372596741
7,0.5529224276542664,0.7435875535011292,0.5471959710121155,0.7397269606590271
8,0.5301212072372437,0.728094220161438,0.5266265273094177,0.7256903648376465
9,0.51181960105896,0.7154156565666199,0.5099565982818604,0.7141124606132507
10,0.49679774045944214,0.7048388123512268,0.49604174494743347,0.7043023109436035
11,0.48421603441238403,0.6958563327789307,0.4842742085456848,0.6958981156349182
12,0.473427951335907,0.688060998916626,0.4742489159107208,0.688657283782959
13,0.46418339014053345,0.6813100576400757,0.46542850136756897,0.6822232007980347
14,0.4560275077819824,0.6752980947494507,0.45782849192619324,0.6766302585601807
15,0.44898083806037903,0.6700603365898132,0.4510129988193512,0.6715750098228455
16,0.44262608885765076,0.665301501750946,0.4450150728225708,0.6670945286750793
17,0.4369237720966339,0.6610020995140076,0.4395996630191803,0.6630231142044067
18,0.43180692195892334,0.6571201682090759,0.43462345004081726,0.6592597365379333
19,0.42712393403053284,0.6535471677780151,0.4307711124420166,0.6563315391540527
20,0.42302581667900085,0.6504043340682983,0.4260634779930115,0.6527353525161743
21,0.4189704358577728,0.6472792625427246,0.4222632944583893,0.6498178839683533
22,0.4153073728084564,0.6444434523582458,0.4187631905078888,0.6471191644668579
23,0.4120023250579834,0.6418740749359131,0.41542625427246094,0.6445356607437134
24,0.40895411372184753,0.6394951939582825,0.4124356508255005,0.6422114968299866
25,0.40604087710380554,0.637213408946991,0.40978068113327026,0.6401411294937134
26,0.40324223041534424,0.6350135803222656,0.4071864187717438,0.6381115913391113
27,0.4005468785762787,0.6328877210617065,0.40444353222846985,0.635958731174469
28,0.398244172334671,0.6310659050941467,0.402057409286499,0.6340799927711487
29,0.3957784175872803,0.6291092038154602,0.39998728036880493,0.6324454545974731
30,0.3937057852745056,0.6274597644805908,0.3977707326412201,0.6306906938552856
31,0.3915538787841797,0.6257426738739014,0.39589542150497437,0.6292021870613098
32,0.3895725607872009,0.6241574883460999,0.39390090107917786,0.6276152729988098
33,0.3877403736114502,0.6226879954338074,0.3923121392726898,0.6263482570648193
34,0.3858640789985657,0.6211795806884766,0.39030179381370544,0.6247413754463196
35,0.38414427638053894,0.619793713092804,0.38883212208747864,0.6235640645027161
36,0.3824060559272766,0.618389904499054,0.3872239887714386,0.6222732067108154
37,0.380891352891922,0.6171639561653137,0.3857232630252838,0.6210662126541138
38,0.3793998658657074,0.6159543991088867,0.38408908247947693,0.6197491884231567
39,0.37780526280403137,0.6146586537361145,0.38277667760849,0.6186894774436951
40,0.3764789402484894,0.6135787963867188,0.3814045488834381,0.6175795793533325
41,0.3750361204147339,0.6124019026756287,0.3799973130226135,0.6164392232894897
42,0.3737146854400635,0.6113220453262329,0.3788728713989258,0.6155264973640442
43,0.3723370134830475,0.610194206237793,0.37764546275138855,0.6145286560058594
44,0.3711097240447998,0.6091877222061157,0.3764730393886566,0.6135739684104919
45,0.3698602020740509,0.6081613302230835,0.37591007351875305,0.6131150126457214
46,0.3688071668148041,0.6072949767112732,0.37429946660995483,0.6118001937866211
47,0.3676086664199829,0.6063073873519897,0.37319719791412354,0.6108986735343933
48,0.3666286766529083,0.6054986715316772,0.3721635937690735,0.6100521087646484
49,0.36532458662986755,0.6044208407402039,0.3717983365058899,0.6097526550292969
50,0.36433959007263184,0.6036055088043213,0.3701736330986023,0.6084189414978027
51,0.3633308410644531,0.6027693152427673,0.36953264474868774,0.6078919768333435
52,0.36236000061035156,0.601963460445404,0.368474543094635,0.6070210337638855
53,0.3613489270210266,0.601123034954071,0.3680962920188904,0.606709361076355
54,0.360568642616272,0.6004736423492432,0.3674389719963074,0.6061674356460571
