epoch,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0,0.7336530089378357,0.8565354943275452,0.7251231074333191,0.8515415787696838
1,0.7096002697944641,0.8423777222633362,0.6931666135787964,0.8325662612915039
2,0.6705276370048523,0.8188574910163879,0.6528933048248291,0.808018147945404
3,0.6316596865653992,0.7947702407836914,0.6167808175086975,0.78535395860672
4,0.5973015427589417,0.7728528380393982,0.5842981934547424,0.7643939852714539
5,0.5650148987770081,0.7516747117042542,0.5530074834823608,0.7436447143554688
6,0.5348436832427979,0.7313300967216492,0.5252953171730042,0.724772572517395
7,0.5099776387214661,0.7141271829605103,0.5039022564888,0.7098607420921326
8,0.491262823343277,0.700901448726654,0.48802417516708374,0.6985872387886047
9,0.47699683904647827,0.6906495690345764,0.4754846692085266,0.68955397605896
10,0.46568307280540466,0.6824097633361816,0.4654865860939026,0.6822657585144043
11,0.45647546648979187,0.6756296753883362,0.45734158158302307,0.6762703061103821
12,0.4489332437515259,0.6700248122215271,0.450588196516037,0.6712586283683777
13,0.44262877106666565,0.6653035283088684,0.4447566270828247,0.6669007539749146
14,0.4372379779815674,0.661239743232727,0.43984636664390564,0.6632091403007507
15,0.4326693117618561,0.6577759981155396,0.43573933839797974,0.6601055264472961
16,0.42879199981689453,0.6548221111297607,0.4321655035018921,0.6573929190635681
17,0.42546001076698303,0.6522729396820068,0.4290672242641449,0.655032217502594
18,0.42258623242378235,0.6500663161277771,0.42641445994377136,0.6530041694641113
19,0.42009520530700684,0.6481475234031677,0.4241161644458771,0.6512420177459717
20,0.41790637373924255,0.646456778049469,0.42205482721328735,0.6496574282646179
21,0.4159851670265198,0.64496910572052,0.4203477203845978,0.6483422517776489
22,0.4142516553401947,0.6436238288879395,0.4186983108520508,0.647068977355957
23,0.41272249817848206,0.64243483543396,0.41720911860466003,0.6459172964096069
24,0.411313533782959,0.6413372755050659,0.4158310890197754,0.6448496580123901
25,0.4100200831890106,0.6403281092643738,0.41470420360565186,0.6439753174781799
26,0.4088774621486664,0.6394352316856384,0.41353508830070496,0.643066942691803
27,0.40777790546417236,0.6385748982429504,0.4124918282032013,0.6422552466392517
28,0.40675586462020874,0.6377741098403931,0.41150036454200745,0.641482949256897
29,0.4057964086532593,0.637021541595459,0.41055944561958313,0.6407490968704224
30,0.404897004365921,0.6363151669502258,0.4096926748752594,0.6400724053382874
31,0.40404394268989563,0.6356444954872131,0.40888991951942444,0.6394450068473816
32,0.4032248556613922,0.6349998712539673,0.4081578552722931,0.6388723254203796
33,0.402469664812088,0.6344049572944641,0.40732404589653015,0.63821941614151
34,0.40171173214912415,0.633807361125946,0.4066394567489624,0.6376828551292419
35,0.40099427103996277,0.6332410573959351,0.4059170186519623,0.6371161937713623
36,0.4003182649612427,0.6327070593833923,0.40527647733688354,0.6366133093833923
37,0.39963817596435547,0.6321694254875183,0.40460941195487976,0.6360891461372375
38,0.3990061283111572,0.631669282913208,0.40402165055274963,0.6356269717216492
39,0.398377001285553,0.6311711668968201,0.4033670723438263,0.6351118683815002
40,0.39777061343193054,0.6306905746459961,0.4028093218803406,0.6346725821495056
41,0.3971865475177765,0.6302273869514465,0.40226152539253235,0.6342409253120422
42,0.39662665128707886,0.629783034324646,0.4016655385494232,0.6337708830833435
43,0.39607468247413635,0.629344642162323,0.4011291563510895,0.6333475708961487
44,0.3955235481262207,0.6289066076278687,0.40075385570526123,0.6330512166023254
45,0.39500245451927185,0.6284921765327454,0.400102436542511,0.6325364708900452
46,0.3944814205169678,0.6280775666236877,0.39956754446029663,0.632113516330719
47,0.3939724862575531,0.6276722550392151,0.3990992307662964,0.6317430138587952
48,0.39347484707832336,0.6272757053375244,0.3986101448535919,0.6313557624816895
49,0.3930145502090454,0.6269087195396423,0.3981498181819916,0.6309911608695984
50,0.3925328552722931,0.6265244483947754,0.39772918820381165,0.6306577324867249
51,0.3920900523662567,0.6261709332466125,0.3972339630126953,0.6302649974822998
52,0.3916604816913605,0.6258278489112854,0.3968179523944855,0.6299348473548889
53,0.3912147283554077,0.6254715919494629,0.39640942215919495,0.629610538482666
54,0.39079535007476807,0.6251362562179565,0.39602112770080566,0.6293020844459534
55,0.39037400484085083,0.6247991323471069,0.39558205008506775,0.6289530992507935
56,0.38996562361717224,0.6244722604751587,0.39519384503364563,0.6286444664001465
57,0.3895719647407532,0.6241570115089417,0.39482298493385315,0.6283494234085083
58,0.3891866207122803,0.6238481998443604,0.39449235796928406,0.628086268901825
59,0.3888084590435028,0.6235450506210327,0.39408349990844727,0.6277607083320618
60,0.3884575664997101,0.6232636570930481,0.3937224745750427,0.6274730563163757
61,0.3880635201931,0.6229474544525146,0.3933921456336975,0.6272097826004028
62,0.38771891593933105,0.6226707696914673,0.3930937647819519,0.6269719004631042
63,0.3873996436595917,0.6224143505096436,0.39268460869789124,0.6266455054283142
64,0.3870318830013275,0.6221188306808472,0.39244571328163147,0.6264548897743225
