epoch,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0,0.7286409735679626,0.8536046743392944,0.6948843598365784,0.8335972428321838
1,0.5922133326530457,0.7695539593696594,0.5137933492660522,0.7167937755584717
2,0.49016639590263367,0.7001188397407532,0.4750317633152008,0.6892254948616028
3,0.4644186198711395,0.6814826726913452,0.45473387837409973,0.6743395924568176
4,0.44883760809898376,0.6699534058570862,0.44203200936317444,0.664854884147644
5,0.43752971291542053,0.661460280418396,0.4313996136188507,0.6568101644515991
6,0.4291192889213562,0.6550719738006592,0.42356279492378235,0.6508169770240784
7,0.4227033853530884,0.6501564383506775,0.41872724890708923,0.6470913887023926
8,0.41798654198646545,0.6465187668800354,0.41473695635795593,0.6440007090568542
9,0.41422542929649353,0.6436034440994263,0.4103344976902008,0.6405735611915588
10,0.41108065843582153,0.6411557197570801,0.40776804089546204,0.6385671496391296
11,0.40811488032341003,0.6388387084007263,0.40479061007499695,0.6362316012382507
12,0.40581122040748596,0.6370331645011902,0.4022197723388672,0.6342080235481262
13,0.4037087857723236,0.6353808045387268,0.4007694721221924,0.633063554763794
14,0.4018181562423706,0.6338912844657898,0.39839187264442444,0.6311829090118408
15,0.39973631501197815,0.6322470307350159,0.3968706429004669,0.6299766898155212
16,0.39853307604789734,0.6312947273254395,0.3957276940345764,0.629068911075592
17,0.396790087223053,0.6299127340316772,0.3960653841495514,0.6293372511863708
18,0.3955506980419159,0.6289281845092773,0.39236727356910706,0.6263922452926636
19,0.3944641351699829,0.6280637979507446,0.39126428961753845,0.6255112290382385
20,0.39314931631088257,0.6270161867141724,0.39014899730682373,0.6246190667152405
21,0.3919685482978821,0.6260738968849182,0.38892313838005066,0.6236370205879211
22,0.39085468649864197,0.6251837015151978,0.38843944668769836,0.6232491135597229
23,0.3898659348487854,0.6243924498558044,0.38717713952064514,0.6222355961799622
24,0.38899245858192444,0.6236925721168518,0.3859662711620331,0.6212618350982666
25,0.3880123496055603,0.6229063868522644,0.38518667221069336,0.6206340789794922
26,0.3871532082557678,0.6222163438796997,0.3841770589351654,0.6198201775550842
27,0.38650572299957275,0.6216958165168762,0.3833264410495758,0.6191335916519165
28,0.3854907155036926,0.6208789944648743,0.3825848698616028,0.6185344457626343
29,0.38476064801216125,0.6202907562255859,0.3820124864578247,0.6180715560913086
30,0.3840620219707489,0.619727373123169,0.3820369839668274,0.6180914044380188
31,0.38325053453445435,0.6190723180770874,0.3805188834667206,0.6168621182441711
32,0.3824779689311981,0.61844801902771,0.3797655999660492,0.6162512302398682
33,0.3820367157459259,0.6180911660194397,0.37935110926628113,0.6159148216247559
34,0.3813104033470154,0.6175033450126648,0.3785795271396637,0.6152881383895874
35,0.38081666827201843,0.6171034574508667,0.37876617908477783,0.6154398322105408
36,0.380186527967453,0.6165926456451416,0.37731295824050903,0.6142580509185791
37,0.3796846866607666,0.6161856055259705,0.37674176692962646,0.613792896270752
38,0.3792494237422943,0.6158322691917419,0.3762355148792267,0.6133803725242615
39,0.3784920573234558,0.6152170896530151,0.37573835253715515,0.612975001335144
40,0.378143846988678,0.6149340271949768,0.37515679001808167,0.6125004291534424
41,0.37738490104675293,0.6143165826797485,0.374789297580719,0.6122003793716431
42,0.3770562410354614,0.6140490174293518,0.3744316101074219,0.6119081377983093
43,0.3765471577644348,0.6136343479156494,0.3738560676574707,0.6114376783370972
44,0.3761657774448395,0.6133235096931458,0.37327468395233154,0.6109620928764343
45,0.3756481409072876,0.6129013895988464,0.37320929765701294,0.610908567905426
