epoch,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0,0.6729927062988281,0.820361316204071,0.5980361104011536,0.7733279466629028
1,0.5697664618492126,0.7548287510871887,0.5645921230316162,0.7513934373855591
2,0.5433418154716492,0.7371172308921814,0.5398125648498535,0.7347193956375122
3,0.5242869853973389,0.7240766286849976,0.5222347378730774,0.722658097743988
4,0.5101243257522583,0.7142298817634583,0.5105225443840027,0.714508593082428
5,0.4981379806995392,0.7057889103889465,0.4974237084388733,0.7052826881408691
6,0.4867874085903168,0.6977015137672424,0.48714131116867065,0.6979550719261169
7,0.4779589772224426,0.691345751285553,0.4794154465198517,0.6923983097076416
8,0.47153741121292114,0.6866858005523682,0.4738679528236389,0.6883806586265564
9,0.4657820165157318,0.6824822425842285,0.46833211183547974,0.684347927570343
10,0.46054232120513916,0.6786326766014099,0.46307191252708435,0.6804938912391663
11,0.45571523904800415,0.6750668287277222,0.4594307243824005,0.6778131723403931
12,0.45168420672416687,0.672074556350708,0.45592325925827026,0.6752209067344666
13,0.4484192430973053,0.6696411371231079,0.4525988698005676,0.67275470495224
14,0.44535043835639954,0.6673458218574524,0.4498279392719269,0.6706920862197876
15,0.4423067271709442,0.6650614142417908,0.4472872018814087,0.6687953472137451
16,0.43988311290740967,0.6632368564605713,0.4454667568206787,0.667432963848114
17,0.4377347528934479,0.661615252494812,0.4438644349575043,0.6662315130233765
18,0.43584027886390686,0.660181999206543,0.4420085549354553,0.6648372411727905
19,0.4340565502643585,0.6588296890258789,0.4404999911785126,0.6637017130851746
20,0.43245425820350647,0.6576125621795654,0.4393390119075775,0.6628265380859375
21,0.4309120178222656,0.6564388871192932,0.4378497302532196,0.6617021560668945
22,0.42947545647621155,0.655343770980835,0.43633902072906494,0.6605596542358398
23,0.42811089754104614,0.6543018221855164,0.434963196516037,0.6595174074172974
24,0.4266746938228607,0.6532033681869507,0.43409910798072815,0.6588619947433472
25,0.42539143562316895,0.6522203683853149,0.43329304456710815,0.6582499742507935
26,0.4239758551120758,0.6511342525482178,0.43154236674308777,0.6569188237190247
27,0.4225674867630005,0.6500518918037415,0.4303022027015686,0.6559742093086243
28,0.4211045503616333,0.6489256620407104,0.42928650975227356,0.6551995873451233
29,0.4197264015674591,0.64786297082901,0.42821675539016724,0.6543827056884766
30,0.4183671772480011,0.6468130946159363,0.42736509442329407,0.653731644153595
31,0.4172448515892029,0.6459449529647827,0.4262438714504242,0.6528735160827637
32,0.4161553680896759,0.6451010704040527,0.4254445731639862,0.6522611379623413
33,0.4148046672344208,0.6440532803535461,0.4239334762096405,0.6511017084121704
34,0.4136614501476288,0.6431651711463928,0.4235695004463196,0.6508221626281738
35,0.412489652633667,0.642253577709198,0.42174601554870605,0.6494197249412537
36,0.41145360469818115,0.6414464712142944,0.4213007390499115,0.6490768194198608
37,0.41017788648605347,0.6404513120651245,0.4199639558792114,0.6480462551116943
38,0.4092245101928711,0.639706552028656,0.4194015562534332,0.6476122140884399
39,0.408075749874115,0.6388080716133118,0.4185354709625244,0.6469431519508362
40,0.4071384370326996,0.6380739808082581,0.4182472229003906,0.6467203497886658
41,0.4060570299625397,0.6372260451316833,0.41665905714035034,0.6454913020133972
42,0.4052088260650635,0.6365601420402527,0.41616952419281006,0.6451120376586914
43,0.4042081832885742,0.6357736587524414,0.4154818058013916,0.644578754901886
44,0.4033806025981903,0.6351224780082703,0.41452643275260925,0.6438372731208801
45,0.4023042917251587,0.6342746019363403,0.4143085777759552,0.6436680555343628
46,0.40162351727485657,0.6337377429008484,0.4136286675930023,0.643139660358429
47,0.4009729027748108,0.6332241892814636,0.41313406825065613,0.6427550315856934
48,0.40013211965560913,0.6325599551200867,0.4122702181339264,0.642082691192627
49,0.39930444955825806,0.6319053769111633,0.4124200642108917,0.6421993970870972
50,0.39856135845184326,0.631317138671875,0.4113207757472992,0.6413429379463196
51,0.3979625105857849,0.6308426856994629,0.41074705123901367,0.6408954858779907
52,0.3972751498222351,0.6302976608276367,0.4101773500442505,0.6404508948326111
53,0.3965272307395935,0.6297040581703186,0.41068267822265625,0.6408452987670898
54,0.3959152102470398,0.6292179226875305,0.409514456987381,0.639933168888092
55,0.39523741602897644,0.628679096698761,0.40882542729377747,0.6393945813179016
56,0.39458465576171875,0.6281597018241882,0.4086773693561554,0.639278769493103
57,0.3939051926136017,0.627618670463562,0.40771764516830444,0.6385276913642883
58,0.39346590638160706,0.6272686123847961,0.40761494636535645,0.6384472846984863
59,0.39272770285606384,0.6266798973083496,0.40728580951690674,0.638189435005188
60,0.39216291904449463,0.6262291073799133,0.406639039516449,0.6376825571060181
61,0.3915212154388428,0.6257165670394897,0.40621471405029297,0.6373497843742371
62,0.3912251889705658,0.6254799365997314,0.40623804926872253,0.6373680830001831
63,0.3905579447746277,0.6249463558197021,0.40626391768455505,0.6373883485794067
64,0.3899732828140259,0.6244783997535706,0.4056869149208069,0.6369355916976929
65,0.3894459307193756,0.6240560412406921,0.4055425226688385,0.6368222236633301
66,0.38896694779396057,0.6236721277236938,0.4045325219631195,0.6360287070274353
67,0.38839954137802124,0.6232171058654785,0.4046107530593872,0.6360902190208435
68,0.38787680864334106,0.6227975487709045,0.4040840268135071,0.6356760263442993
69,0.3873370885848999,0.6223641037940979,0.40341055393218994,0.6351460814476013
70,0.3867790997028351,0.6219156384468079,0.40373659133911133,0.6354026794433594
